0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"(398.52590388774865, 840.2479377260057)","(398.5006080355893, 840.2676191431435)","(398.5005452053777, 840.2752850107724)","(398.50290629048163, 840.2531980130212)","(398.4996513028308, 840.260207402405)","(398.5135351228726, 840.2246821775398)","(398.53498659056294, 840.2437350145616)","(398.52308287041234, 840.2487551896509)","(398.51218475547387, 840.2180285714308)","(398.5128658986804, 840.252470708375)","(398.4970081733225, 840.2107485200877)","(398.5130468703241, 840.2087861669098)","(398.5019783585367, 840.2309571261818)","(398.48665794924625, 840.2110067267464)","(398.53958535898386, 840.256616159256)","(398.5058066574105, 840.2795372876027)","(398.5080275232811, 840.227815678333)","(398.53889642678615, 840.1955309832633)","(398.49765029880143, 840.2363849305724)","(398.5007530653426, 840.2553386785868)","(398.5180873934658, 840.2606592857287)"
"(798.310081908817, 1578.6787302449657)","(798.3185336092787, 1578.6508203337214)","(798.3376657787403, 1578.6455195857375)","(798.3128940718526, 1578.525661663922)","(798.3355332062094, 1578.5684579131237)","(798.3095045886785, 1578.517263638548)","(798.3288398755419, 1578.5596499581716)","(798.3185880715886, 1578.5830944976008)","(798.2693442944674, 1578.4954893314352)","(798.2832128271799, 1578.5730365498544)","(798.2767556673791, 1578.4920678821688)","(798.3295302509719, 1578.4793079688745)","(798.2731950777545, 1578.5126224984804)","(798.2241791632327, 1578.4547981651401)","(798.2897627061138, 1578.6014062987656)","(798.2877620962843, 1578.601041763062)","(798.2738461461139, 1578.5117155629132)","(798.2797935198054, 1578.3728269197359)","(798.2900889303463, 1578.499768344029)","(798.2625085249416, 1578.4860200078024)","(798.2626631590001, 1578.4896319670856)"
"(689.8395736527478, 1748.4653089984195)","(689.8172613856625, 1748.4657640129499)","(689.8083217893493, 1748.4606325951959)","(689.8228279938704, 1748.4358393262976)","(689.8360461713862, 1748.438763285442)","(689.8419107991602, 1748.4443301369129)","(689.8264567089946, 1748.4619523668377)","(689.8291952782043, 1748.470509004607)","(689.8221137670981, 1748.4492728721432)","(689.8442580478352, 1748.4455112646597)","(689.835554121945, 1748.4308877861213)","(689.8356658390064, 1748.4558976497592)","(689.8236103040747, 1748.4167629827898)","(689.8144302180332, 1748.4176404380405)","(689.828834743457, 1748.4573128982006)","(689.820649593315, 1748.468917258383)","(689.8224085581764, 1748.428095558998)","(689.822292948302, 1748.425226745949)","(689.8215671203623, 1748.4310833944428)","(689.8092199041681, 1748.444889521147)","(689.8284330772489, 1748.460360207228)"
"(588.3923178602737, 1917.1265884983281)","(588.3761344708223, 1917.1460672293963)","(588.3731414063103, 1917.141983748373)","(588.363360874646, 1917.1563608921103)","(588.3567244110628, 1917.1643551940722)","(588.3658979237349, 1917.1535922766902)","(588.383452261219, 1917.1752058443235)","(588.3840361324212, 1917.1752534753514)","(588.3720953860958, 1917.164543729191)","(588.3714084602234, 1917.1879048175426)","(588.3796919504176, 1917.1591234162179)","(588.3840459546591, 1917.1605010081742)","(588.3632252318739, 1917.1765323313825)","(588.3591494785512, 1917.1681255708588)","(588.3662102505493, 1917.1775941787378)","(588.3698640440468, 1917.1925713297906)","(588.3837414472296, 1917.166204876963)","(588.3651085444169, 1917.1426357366452)","(588.358865874966, 1917.171299286947)","(588.371040885544, 1917.171952380936)","(588.3673845768827, 1917.1510222213221)"
"(1008.1298708801269, 1585.6135468622424)","(1008.1623436766398, 1585.572308607837)","(1008.2046913329485, 1585.5468651252406)","(1008.1562142627657, 1585.454379591128)","(1008.1851665490487, 1585.4920260923177)","(1008.1808653618763, 1585.444538675607)","(1008.2065944440835, 1585.4664990516917)","(1008.2188745235575, 1585.4756153212934)","(1008.1780100689714, 1585.4131848214533)","(1008.178726365008, 1585.4603965807019)","(1008.2025631270918, 1585.4012056279578)","(1008.229879564607, 1585.3924565048867)","(1008.1819118000907, 1585.393587190019)","(1008.1199965369191, 1585.3671350487602)","(1008.1954796543893, 1585.4644075610881)","(1008.1863887156298, 1585.506113511313)","(1008.1761157966558, 1585.405210078931)","(1008.1942040771471, 1585.2709193423327)","(1008.1552904384871, 1585.4079063394252)","(1008.1554664696498, 1585.4097191132403)","(1008.1591773557001, 1585.3817157170915)"
"(900.384284440628, 1758.3445117604351)","(900.4108649596681, 1758.3500485289394)","(900.3860749823998, 1758.3677070562974)","(900.4066987072251, 1758.270077564209)","(900.4028885143222, 1758.2842956591105)","(900.3886571877889, 1758.289207715704)","(900.3860003681596, 1758.3001797032452)","(900.3859636117675, 1758.2889311798865)","(900.3620750969443, 1758.264005169095)","(900.3595563350304, 1758.3096510541432)","(900.3584877972462, 1758.261357584672)","(900.392644445979, 1758.2653323927616)","(900.3768240367841, 1758.2866941812308)","(900.3481727949234, 1758.299508691468)","(900.3819245308852, 1758.3129188185987)","(900.3930603033673, 1758.3221439315591)","(900.3459750348851, 1758.318557909225)","(900.3642364921883, 1758.2259278470935)","(900.3695126411568, 1758.2784639699562)","(900.3609616812246, 1758.2864902670553)","(900.4019370314826, 1758.273710490212)"
"(1106.7768162092489, 1762.1533892061377)","(1106.7756541564902, 1762.167018467392)","(1106.7890537505875, 1762.1481377381774)","(1106.7508220776583, 1762.1757728238804)","(1106.763448448194, 1762.1783718539752)","(1106.7416011304115, 1762.1434659046413)","(1106.7780013472945, 1762.1643038692569)","(1106.7796571380716, 1762.1334632632202)","(1106.762541022941, 1762.1191408656873)","(1106.7488769243284, 1762.1400746761735)","(1106.7701514069583, 1762.1149791974906)","(1106.7872173575406, 1762.0959048088007)","(1106.7751452691618, 1762.1226909330426)","(1106.7348014473225, 1762.0919339167524)","(1106.7694740819109, 1762.1422871864318)","(1106.7696324711421, 1762.1964339260157)","(1106.792137581957, 1762.1089387975803)","(1106.7546060298414, 1762.0811224547103)","(1106.7576021247155, 1762.135592331626)","(1106.7754884684907, 1762.1379887676603)","(1106.748320937032, 1762.117278132268)"
"(1216.4091591895046, 1591.733561226001)","(1216.431024522274, 1591.7498122151378)","(1216.3914628402388, 1591.72953093298)","(1216.42722125385, 1591.7655216211595)","(1216.4427815619001, 1591.7745627389904)","(1216.4093498529846, 1591.7490811593095)","(1216.415903918501, 1591.7473225094157)","(1216.4090135177557, 1591.7361427501808)","(1216.3885870751053, 1591.7335153621677)","(1216.4097595811206, 1591.7759337940602)","(1216.3951911530853, 1591.7310007505052)","(1216.4342161583031, 1591.7096737643603)","(1216.4027249998605, 1591.725653169512)","(1216.362525817335, 1591.7148156536755)","(1216.393974834165, 1591.7650404350943)","(1216.403958255759, 1591.7708526731258)","(1216.3932585658608, 1591.7102669423816)","(1216.4207072577358, 1591.6613027523497)","(1216.396489097811, 1591.7323355013023)","(1216.3917081816262, 1591.7152031393007)","(1216.4016045503058, 1591.7365043453217)"
"(186.67163736084376, 1544.7781493276532)","(186.65141036780952, 1544.7680181824906)","(186.65574511542837, 1544.751702296908)","(186.6482516327188, 1544.7554401497553)","(186.66639400353074, 1544.7655588281064)","(186.6520437616684, 1544.7378922362834)","(186.65591684737302, 1544.7817594266908)","(186.65302556744214, 1544.7774923193529)","(186.64250081814563, 1544.7662940678247)","(186.67182147118382, 1544.757395983643)","(186.65492977185363, 1544.7511744124226)","(186.65254066890662, 1544.756683050369)","(186.6446600620461, 1544.7469375131427)","(186.63804591310793, 1544.7717006613618)","(186.6761065434703, 1544.7736951620027)","(186.65108313274246, 1544.7793525572251)","(186.63661009949823, 1544.7549611096135)","(186.65475128629052, 1544.701421982022)","(186.64585804203034, 1544.7499511772974)","(186.64209982113843, 1544.740896245112)","(186.64441657425385, 1544.750967135626)"
"(793.26669784829, 1923.705789433269)","(793.2715091665866, 1923.7037797323396)","(793.3030091556393, 1923.6816260317835)","(793.2635455304395, 1923.6939013454962)","(793.2414541666085, 1923.7174974842615)","(793.2695872642988, 1923.7064275806924)","(793.266901668632, 1923.733814724653)","(793.250752824567, 1923.740708959278)","(793.2583734767477, 1923.714698704864)","(793.2645633357786, 1923.7323725516194)","(793.2666550492995, 1923.7205005835701)","(793.2726802754758, 1923.6824341601261)","(793.2508364410177, 1923.7185522522855)","(793.2605178415133, 1923.6872087758086)","(793.2658285279192, 1923.7550208926366)","(793.2608940532895, 1923.7489195237038)","(793.2843730001875, 1923.7245547142352)","(793.2618023465741, 1923.699459428895)","(793.2771373484452, 1923.7141535164003)","(793.2721433000722, 1923.729685788798)","(793.3009355817871, 1923.7130897739455)"
"(509.0094586382597, 664.867467001226)","(509.0214617998358, 664.8306169170169)","(509.02881030353353, 664.8326493941582)","(509.01703111226607, 664.7938668429662)","(509.0257560613078, 664.7926632798639)","(509.0316410950298, 664.7785381938934)","(509.0252369130114, 664.8178656977752)","(508.9962391659974, 664.8419135025946)","(509.0003054737297, 664.7627137184605)","(508.99639427137913, 664.8549382363215)","(509.0020299574002, 664.7885864340009)","(509.0284652952565, 664.7876703378602)","(509.0111869191485, 664.7722435004902)","(508.94255424811337, 664.7672907707004)","(508.9975066464299, 664.8584886083655)","(509.00334474502625, 664.8670491890612)","(508.9998814022942, 664.7734334796884)","(508.99339519947125, 664.7047953524154)","(508.98240100909413, 664.7987353002596)","(508.9858314827133, 664.8136219880754)","(508.96614955549467, 664.7994714643528)"
"(307.38101298076856, 661.4285706994292)","(307.39375921704794, 661.411635813112)","(307.36505178911716, 661.4223078433586)","(307.3659658876604, 661.4301486095425)","(307.37937372947613, 661.4307921553296)","(307.36196864914166, 661.4073127513785)","(307.3664624924814, 661.4411051854835)","(307.35312147017555, 661.467550262616)","(307.33829556589984, 661.4396768219918)","(307.35319450881315, 661.4406657805602)","(307.3562323975202, 661.4168442972132)","(307.37029839816313, 661.4012985270867)","(307.3372312412072, 661.4386062259422)","(307.3302884800061, 661.4141765308308)","(307.35098484866273, 661.4503380660228)","(307.3343156491278, 661.4566157912459)","(307.3443641138216, 661.4201025611105)","(307.369022616044, 661.3694082168864)","(307.3400278703259, 661.4422900169867)","(307.3333628945857, 661.447266827808)","(307.36216176132916, 661.4181362731317)"
"(1037.2694034063918, 499.4500071151235)","(1037.2947549283556, 499.46638441768306)","(1037.2965931137921, 499.453005600066)","(1037.3001876126664, 499.4416212004171)","(1037.2815741590064, 499.4443668104112)","(1037.2855360300698, 499.41623602697877)","(1037.3003368623515, 499.4431042880878)","(1037.2757579082038, 499.43658542142765)","(1037.2920338983909, 499.42289859838195)","(1037.3224309297648, 499.4596000125994)","(1037.298275780479, 499.4412507098336)","(1037.3109810895546, 499.4349012943982)","(1037.2614783189817, 499.41179863817376)","(1037.2697985291654, 499.4295677319269)","(1037.280584634828, 499.4698478542501)","(1037.2902708592474, 499.4546215144188)","(1037.2942495170641, 499.44487849450354)","(1037.2989120591958, 499.43373565556055)","(1037.2836535055797, 499.443641907525)","(1037.2944987467952, 499.4401194441336)","(1037.2977532654072, 499.42788547614174)"
"(1348.3952704817711, 683.8038190019448)","(1348.3909724922935, 683.8478820078074)","(1348.3856383203522, 683.8512103993224)","(1348.4111354659497, 683.8105202059584)","(1348.4107754837019, 683.8037432729576)","(1348.4253416578895, 683.7970447371054)","(1348.4221419216906, 683.8094178192337)","(1348.4256977284654, 683.8149400447401)","(1348.3822570771874, 683.7989200190354)","(1348.4030024295605, 683.8342867671076)","(1348.3937662653395, 683.8005727068678)","(1348.3902047258691, 683.8071903293871)","(1348.396389833366, 683.8015933007385)","(1348.40106837268, 683.8181067362594)","(1348.4203367790237, 683.8377171967712)","(1348.4216147555292, 683.8277638269383)","(1348.4259549652445, 683.8218892874306)","(1348.402592610868, 683.7992073181408)","(1348.415500161189, 683.8252167456911)","(1348.4108116799903, 683.8245117394488)","(1348.40487024627, 683.8203899328024)"
"(823.7913476198758, 492.67716339313506)","(823.7580441007068, 492.6946944244575)","(823.7557577971255, 492.7138232919042)","(823.7885237256181, 492.6572897770609)","(823.7794763516497, 492.6885369746236)","(823.8027313655389, 492.67560825037157)","(823.7821897259515, 492.6950256606498)","(823.7503913874178, 492.67942120034877)","(823.7914394593201, 492.65399611513874)","(823.7494817491846, 492.68606943144067)","(823.7692470323328, 492.66320703817695)","(823.7415911806763, 492.6685657327514)","(823.761813767861, 492.6729136707157)","(823.7754547959152, 492.68150911270817)","(823.7709286852133, 492.69444181896927)","(823.7623266284568, 492.68676066110964)","(823.7755026686168, 492.64278556568735)","(823.7821900272684, 492.6449505850821)","(823.779088499268, 492.67939490739354)","(823.778596212608, 492.6925058082763)","(823.7735350320236, 492.6567244326794)"
"(1446.3526662291292, 869.1680207966805)","(1446.3657815063787, 869.1445886757922)","(1446.3552535105207, 869.15889084418)","(1446.3687896313459, 869.1766416872163)","(1446.3833274418685, 869.1871300992657)","(1446.3782693026205, 869.1732925376666)","(1446.3746644887622, 869.1558211585944)","(1446.367097708938, 869.1987084234667)","(1446.3542646274373, 869.1655677695031)","(1446.3611700467482, 869.1946654713447)","(1446.3757328889587, 869.1728092346186)","(1446.3724295647016, 869.1634398026924)","(1446.3862693461335, 869.1763936490491)","(1446.3772403110656, 869.1286551962957)","(1446.3750397630874, 869.1831106786339)","(1446.362174791705, 869.1768158767529)","(1446.3674285639484, 869.1618168595079)","(1446.3540356016094, 869.1583753682629)","(1446.372708404782, 869.1689366434207)","(1446.3598945655847, 869.1728512467583)","(1446.3669101919447, 869.2040082843104)"
"(198.66092900976207, 836.8359650074352)","(198.6886409952894, 836.8308175938191)","(198.6737746955602, 836.8156669953074)","(198.69065062394665, 836.7750223418503)","(198.70344345962005, 836.8064461964744)","(198.68748359395508, 836.7856398446805)","(198.70286923508505, 836.8130139648734)","(198.70676068271524, 836.8188428133568)","(198.68937592950584, 836.7614681231062)","(198.69977133913258, 836.8069902725381)","(198.68372538509038, 836.7985464336666)","(198.72750796886734, 836.7993642756662)","(198.69565578492902, 836.7996199834652)","(198.65845945507095, 836.7707139944422)","(198.68853801413525, 836.8213187251223)","(198.69933694035635, 836.8223576903438)","(198.68298805988107, 836.7958797788883)","(198.6898509216617, 836.7803760961987)","(198.68982897692334, 836.7838382630094)","(198.66223651641818, 836.813601333527)","(198.68823218294017, 836.8037721302819)"
"(94.71839563392922, 1012.5427359408604)","(94.75219958123576, 1012.5530128417698)","(94.73640012308779, 1012.5446118795636)","(94.73772817572448, 1012.5138243736276)","(94.70474516034562, 1012.5367385167973)","(94.72774793719157, 1012.5087801326455)","(94.73510192183345, 1012.5092157795424)","(94.72359314928035, 1012.5208217230245)","(94.70192611930521, 1012.4843706547383)","(94.72391318228254, 1012.5182288246133)","(94.73517017484757, 1012.5147362054317)","(94.73635011148892, 1012.5205782587369)","(94.73964992933874, 1012.5022770024294)","(94.70724032969663, 1012.4877164061699)","(94.72545968021917, 1012.5185368231092)","(94.71723402628903, 1012.5273805544178)","(94.72788780575368, 1012.4749585394576)","(94.73221227495405, 1012.4722587518994)","(94.72803090035454, 1012.5058476613984)","(94.73283968305203, 1012.5095176987578)","(94.72757086941999, 1012.5038346053325)"
"(1536.4794231915116, 1419.6146479480008)","(1536.4798617708984, 1419.5820160520298)","(1536.4591970948143, 1419.6317401180333)","(1536.4390359256022, 1419.6063255867286)","(1536.443190725608, 1419.610484908697)","(1536.4133446665383, 1419.6135948503597)","(1536.4197007412758, 1419.607863969247)","(1536.4156519402243, 1419.6162048239091)","(1536.4136411336005, 1419.599250051559)","(1536.395669403396, 1419.6283580321492)","(1536.4202343294921, 1419.6036892640325)","(1536.4073839148039, 1419.6055067455686)","(1536.3903245008298, 1419.6100609175098)","(1536.398983762903, 1419.6120804847972)","(1536.3845427953631, 1419.6426335071033)","(1536.408034838757, 1419.6138444248331)","(1536.3931578204824, 1419.6230778996432)","(1536.4067471146136, 1419.5975510547396)","(1536.4181647238863, 1419.613659772681)","(1536.4099187185736, 1419.6333921329367)","(1536.3890265159978, 1419.6170366946876)"
"(1426.1307035105378, 1596.184152028291)","(1426.1235462045656, 1596.180240803843)","(1426.1385965569038, 1596.2024578838054)","(1426.192286817142, 1596.2375861335404)","(1426.1867738364883, 1596.2710230678545)","(1426.1985836153142, 1596.2502649691628)","(1426.1821284224711, 1596.2318287145101)","(1426.1870872603347, 1596.2501617786904)","(1426.198392292187, 1596.2207738703423)","(1426.163631123257, 1596.2441233014022)","(1426.168861433622, 1596.2456611684024)","(1426.1588714457841, 1596.2499506768368)","(1426.1541069234436, 1596.238610628869)","(1426.146546227477, 1596.2325908670673)","(1426.1542589092269, 1596.2669755681707)","(1426.1548909586336, 1596.257788545365)","(1426.1480892513166, 1596.232836934088)","(1426.1555458214586, 1596.1948620896476)","(1426.1739681908402, 1596.2272526213026)","(1426.145185658901, 1596.221229818201)","(1426.155181468438, 1596.2121656459633)"
"(88.73719175362626, 1364.6810359027954)","(88.7235606842053, 1364.7093888876177)","(88.72368330020221, 1364.7045904890645)","(88.71267497590851, 1364.6794298577709)","(88.72232985331179, 1364.7043019921998)","(88.72131275840815, 1364.7248921377936)","(88.71731714008345, 1364.6942559917882)","(88.72438993864581, 1364.6956528953745)","(88.72443192345561, 1364.6812635941774)","(88.72195003226685, 1364.7052521496064)","(88.70892688788035, 1364.6973054629893)","(88.70991757706088, 1364.6773260652074)","(88.6937216991961, 1364.7099420239913)","(88.709012987505, 1364.684965744323)","(88.70504157740967, 1364.7182533624457)","(88.72202566990102, 1364.7049462777668)","(88.69781766329474, 1364.6854958048516)","(88.70648389910392, 1364.6611759809814)","(88.72528059425197, 1364.6870371055993)","(88.70918882597469, 1364.6771516023728)","(88.7099158060484, 1364.6640494243054)"
"(1000.3577288296468, 1931.6539615367042)","(1000.3427556726899, 1931.6148267186627)","(1000.3004816201541, 1931.637587120218)","(1000.326950880526, 1931.6162273360565)","(1000.321481934329, 1931.6111508249362)","(1000.3393431677632, 1931.5861219280725)","(1000.3518065028724, 1931.5784576296644)","(1000.3601397791317, 1931.6039629628003)","(1000.326324819209, 1931.573382605287)","(1000.3136682374166, 1931.6013076436716)","(1000.3178748000054, 1931.5848928173905)","(1000.3234911628697, 1931.5864316404957)","(1000.3272779455021, 1931.598947586619)","(1000.3398621145984, 1931.609623142764)","(1000.3441904555132, 1931.6117934600184)","(1000.3430844350988, 1931.6236619472786)","(1000.3419247382756, 1931.578115014959)","(1000.3459841809201, 1931.5676976730856)","(1000.3327686185057, 1931.6260414165865)","(1000.3108680075231, 1931.5877992050782)","(1000.3105409938279, 1931.5865598280786)"
"(618.4467417947105, 487.746774080996)","(618.4287111558132, 487.76387678030915)","(618.431693333212, 487.7581493751261)","(618.4328072343619, 487.73409846457974)","(618.4171875544165, 487.770541943733)","(618.4189856592471, 487.75446235432617)","(618.4251970035626, 487.7660809895891)","(618.4149484949683, 487.76773837736147)","(618.4241227927165, 487.7621351778452)","(618.4434248316722, 487.76748782376234)","(618.4207634054962, 487.75028856044)","(618.4516456801396, 487.74063107126545)","(618.430480391518, 487.7646893836455)","(618.420985861948, 487.73509826224864)","(618.4337058845958, 487.7772316443757)","(618.4410040459479, 487.8012782453547)","(618.415289927247, 487.7536267548236)","(618.4312941397719, 487.7319406210171)","(618.4098188892318, 487.7624644682001)","(618.403411414911, 487.77524121522936)","(618.4342848637591, 487.7718243237667)"
"(194.45001123362306, 1879.6507310759687)","(194.4576326331763, 1879.6514582323719)","(194.45715058403593, 1879.6517500038274)","(194.45454839663572, 1879.6411692962809)","(194.4666696219493, 1879.6552901950897)","(194.4516887495614, 1879.6459901806477)","(194.45364130143494, 1879.6432552850417)","(194.46056484058707, 1879.6463306145995)","(194.4419507297399, 1879.6362029599754)","(194.4515492026156, 1879.6434244055745)","(194.4513770414599, 1879.6495707092224)","(194.45935314352954, 1879.6430735016945)","(194.46814022339714, 1879.6273284930248)","(194.4771794962863, 1879.6563674031686)","(194.4488511248829, 1879.6500807942996)","(194.46164374811488, 1879.6509896018536)","(194.45550546280242, 1879.644178783681)","(194.46493562502988, 1879.6406555520637)","(194.44936236628402, 1879.6624025054289)","(194.4412167472805, 1879.632317539078)","(194.45799280173756, 1879.641651301742)"
"(92.74372376337831, 1707.5705987697343)","(92.7446947959752, 1707.5648628459383)","(92.73706960949086, 1707.58599123585)","(92.71839931429612, 1707.6054124920722)","(92.7365586601295, 1707.6166197806547)","(92.72675521170908, 1707.6028288270163)","(92.73479060014134, 1707.5977311434956)","(92.72849455532513, 1707.5970008567267)","(92.73689097905364, 1707.5870783627818)","(92.7351634106544, 1707.6153016628425)","(92.73747216094033, 1707.6048416270005)","(92.73006347991753, 1707.5892908541077)","(92.71678222286958, 1707.609595400452)","(92.713013299534, 1707.6012654556275)","(92.75849112882509, 1707.5982477543857)","(92.73679326447355, 1707.6235061944335)","(92.72078059234613, 1707.6113380278603)","(92.74707398834026, 1707.5827035996097)","(92.7388932737066, 1707.6252946643574)","(92.72642205428106, 1707.619715569122)","(92.74563100411085, 1707.6047975699048)"
"(1314.9117545599677, 1765.6082765470505)","(1314.9030654828798, 1765.600093286277)","(1314.890715962746, 1765.6170742597626)","(1314.7753687225365, 1765.6522377238875)","(1314.7538585491768, 1765.6783862240738)","(1314.7857709277296, 1765.6675566497695)","(1314.777880564022, 1765.6695930621624)","(1314.7783192212742, 1765.6819854551702)","(1314.7971254471213, 1765.6717204711522)","(1314.784852140823, 1765.6859096434912)","(1314.7542030091058, 1765.6780942396583)","(1314.771295999335, 1765.6994718966134)","(1314.7648895738546, 1765.6640744373947)","(1314.7329245756298, 1765.6856230708838)","(1314.7433548733243, 1765.6867291755798)","(1314.738917213274, 1765.685797923558)","(1314.7599824060162, 1765.6707811211309)","(1314.7555688405555, 1765.6450651573948)","(1314.7350262492284, 1765.6675190372573)","(1314.7485717246307, 1765.6760061148975)","(1314.7510348170406, 1765.6632247537634)"
"(415.4681993550696, 483.68852904353145)","(415.48863730507827, 483.6834986231658)","(415.47740796107263, 483.67848530706726)","(415.47706791021034, 483.65522073395647)","(415.4818007021482, 483.6832339948459)","(415.47384817541774, 483.66008013150184)","(415.47192945812714, 483.6633096868961)","(415.4646503189663, 483.68667246669634)","(415.4573160162452, 483.67536911385173)","(415.47015497440447, 483.671007429969)","(415.4572733346766, 483.6753472499436)","(415.48260565373727, 483.64906154195285)","(415.46980661388466, 483.6642158429591)","(415.4783574384975, 483.6793298559406)","(415.47482955714224, 483.6938777768219)","(415.46042499476346, 483.6838475901858)","(415.4934875552548, 483.66305319123626)","(415.47402281288674, 483.65213443329304)","(415.4813799556453, 483.67380486765035)","(415.4729683120885, 483.6769176641629)","(415.4643576472517, 483.6666397415335)"
"(218.53952232947674, 484.5669806220002)","(218.5185399936628, 484.5679604636904)","(218.53531825942974, 484.5451747844254)","(218.52231400961003, 484.5228857449402)","(218.52069265048723, 484.54137674579624)","(218.49758409008479, 484.54816118513094)","(218.49781962675965, 484.54939649717056)","(218.51595997979828, 484.56654977919504)","(218.5057111634862, 484.5314565545073)","(218.5079063710464, 484.553104607492)","(218.50259728266133, 484.54598720077973)","(218.5106679559145, 484.5437715046961)","(218.5131347151464, 484.529336702491)","(218.49536458033535, 484.54759350640063)","(218.5127394444603, 484.55726019703275)","(218.48431632231203, 484.54374390859573)","(218.50583828198975, 484.5241104422812)","(218.50693225808436, 484.5259408747123)","(218.49877316391093, 484.56502580265345)","(218.5131404556923, 484.5541433857318)","(218.51070655186325, 484.54622723918214)"
"(110.61225314893262, 660.5261664899352)","(110.60905037598751, 660.5200750307791)","(110.60262820271018, 660.5201650677026)","(110.60240509139017, 660.4436551243302)","(110.59764929613445, 660.4340957959328)","(110.6106963503514, 660.4659258724741)","(110.59359399093144, 660.4481498474511)","(110.60753691636378, 660.4560190822558)","(110.61050741965778, 660.4192289057416)","(110.61351959689269, 660.4403220310028)","(110.60518084949184, 660.4310625750877)","(110.59977166199448, 660.4490873925196)","(110.6099661721752, 660.4485108186562)","(110.59795729962806, 660.4550236448792)","(110.61112004905996, 660.472173703701)","(110.59727799443911, 660.4867740171369)","(110.6011999442883, 660.4588759271891)","(110.59306656093285, 660.4686812258535)","(110.61119207176145, 660.455940618601)","(110.60647639412306, 660.4617233996347)","(110.61280721004044, 660.4585748854245)"
"(728.4990394194787, 316.4660034680311)","(728.4990928273107, 316.46651480177087)","(728.4862599769839, 316.4724549524599)","(728.498568847411, 316.47451437646174)","(728.512598590622, 316.4750669817755)","(728.5051622449903, 316.4622836574815)","(728.501386971492, 316.46454004589503)","(728.4900636859909, 316.47796002791483)","(728.4898029183865, 316.45092033479)","(728.5070884512356, 316.47606368417775)","(728.5062213695454, 316.4706916962432)","(728.4972614338977, 316.4764208413629)","(728.5073173308009, 316.4755352354376)","(728.5100575649907, 316.46988954745905)","(728.5031791220846, 316.47795563875076)","(728.5014418609825, 316.4870563334651)","(728.5101674736146, 316.46673238588915)","(728.5096254156858, 316.4425384877691)","(728.4994001607464, 316.4627902830463)","(728.5086759422484, 316.4459669529815)","(728.5019451725797, 316.4801999275963)"
"(525.4878351625067, 315.53379632062945)","(525.4947387823154, 315.5236965196913)","(525.4789689486838, 315.543502447179)","(525.4827554433831, 315.5166337610534)","(525.4993773629935, 315.50258183902326)","(525.4934826763372, 315.507398410354)","(525.4976888948986, 315.51858001081615)","(525.4897332349075, 315.52614044615257)","(525.486241626406, 315.49994630001123)","(525.5000537167285, 315.51564187526225)","(525.4937757456771, 315.50737526184133)","(525.4963340751613, 315.51701637907576)","(525.5102499277135, 315.51784337123826)","(525.5033124662624, 315.5174258944877)","(525.5091519407177, 315.54143982134445)","(525.5047223343928, 315.5289325757503)","(525.5146164651372, 315.5092259680533)","(525.5144361740552, 315.512060255151)","(525.4985137695223, 315.52479751188963)","(525.5072810027029, 315.5238477445442)","(525.512398383195, 315.5308460902567)"
"(327.4113770008535, 311.72883676704856)","(327.41009905414336, 311.7162209809012)","(327.4049326136361, 311.7194710072131)","(327.40422517494267, 311.74004884509765)","(327.40259560932566, 311.7262981202662)","(327.3971745147677, 311.7235698419348)","(327.40392018121565, 311.7338234559997)","(327.3946868986014, 311.72743204304146)","(327.3963188046895, 311.7349499529493)","(327.3982693333934, 311.71854722893323)","(327.42133826798084, 311.71681893031354)","(327.4018395241008, 311.715911074297)","(327.4009176862552, 311.7125542000502)","(327.41150786569364, 311.7209314133671)","(327.4112760973389, 311.7241465200241)","(327.41521828259897, 311.7255097274748)","(327.4008077313267, 311.70396634690707)","(327.4158191006149, 311.70511713219)","(327.40096118211284, 311.71256003580345)","(327.4042320419352, 311.7211882579141)","(327.3936106500826, 311.712553658377)"
"(935.7022224634807, 315.6812248747632)","(935.7051200797736, 315.68183781706153)","(935.7085722898404, 315.6727349449544)","(935.7206044733836, 315.6604781564088)","(935.7004656466318, 315.6655850509122)","(935.6974296383125, 315.6773750067513)","(935.7033198702258, 315.6743631805532)","(935.7055608617736, 315.6850160745584)","(935.7184239902015, 315.6672628775759)","(935.7108660592087, 315.69118355671185)","(935.69991987382, 315.68164052651247)","(935.7033698149804, 315.66543733044256)","(935.6809397044548, 315.6717509900304)","(935.693528125706, 315.65725509376756)","(935.6870615299127, 315.664270831894)","(935.701511776098, 315.66196065205145)","(935.7041364128796, 315.6552812260787)","(935.6722297580804, 315.66595464523374)","(935.686207643655, 315.6679822960676)","(935.6774578280538, 315.65696763490104)","(935.6958547185246, 315.6790453660457)"
